1|3|Moscow oblast|1151|Вафли мягкие|3335240|100|17|86|15.99534884|40.43930233
1|3|Moscow oblast|1151|Вафли мягкие|3335242|100|17|64|14.92171875|40.089375
1|3|Moscow oblast|1151|Вафли мягкие|3774087|620|11|94|102.3839362|172.0737234
1|3|Moscow oblast|1151|Вафли|2250092|200|13|81|26.53839506|53.93580247
1|3|Moscow oblast|1151|Вафли|3391397|190|13|48|25.739375|65.25958333
1|3|Moscow oblast|1151|Вафли|3730860|300|10|113|48.68256637|75.10415929
1|3|Moscow oblast|1151|Вафли|3730870|300|10|88|48.88034091|74.76568182
1|3|Moscow oblast|1151|Вафли|3743049|40|5|486|9.520144033|15.02063786
1|3|Moscow oblast|1151|Вафли|3774152|39|6|177|36.43689266|49.03180791
1|3|Moscow oblast|1151|Вафли|4164637|180|2|207|26.18|41.8484058
1|3|Moscow oblast|1151|Вафли|4197865|200|10|46|17.54456522|29.895
1|3|Moscow oblast|1151|Торты  вафельные|198206|250|14|58|53.15051724|83.585
1|3|Moscow oblast|1192|Вафли мягкие|4073876|50|R01F|45|9.103777778|9.975111111
1|3|Moscow oblast|1192|Вафли мягкие|4073877|50|R01F|51|8.002745098|17.95568627
1|3|Moscow oblast|1192|Вафли мягкие|4073878|50|R01F|131|8.004045802|7.947251908
1|3|Moscow oblast|1192|Вафли|124647|220|5|172|30.83976744|52.92023256
1|3|Moscow oblast|1192|Вафли|2250109|200|13|44|24.82727273|57.68659091
1|3|Moscow oblast|1192|Вафли|2250143|300|13|60|35.43133333|60.59783333
1|3|Moscow oblast|1192|Вафли|3123905|150|10|97|28.31721649|39.35268041
1|3|Moscow oblast|1192|Вафли|3500071|220|5|52|34.25403846|52.16057692
1|3|Moscow oblast|1192|Вафли|3556408|220|5|84|34.23607143|50.8552381
1|3|Moscow oblast|1192|Вафли|3774152|39|6|142|35.73964789|45.99373239
1|3|Moscow oblast|1192|Вафли|3791711|400|1|63|55.43396825|70.07492063
1|3|Moscow oblast|1192|Вафли|3796828|150|10|99|24.11989899|35.29454545
1|3|Moscow oblast|1192|Вафли|4164637|180|2|349|26.74994269|42.36739255
1|3|Moscow oblast|1192|Вафли|4197863|200|10|55|17.42454545|33.89581818
1|3|Moscow oblast|1192|Вафли|4197865|200|10|58|17.48775862|29.97896552
1|3|Moscow oblast|1193|Вафли|125299|220|5|64|30.64578125|48.98734375
1|3|Moscow oblast|1193|Вафли|3264877|290|13|48|35.76520833|48.834375
1|3|Moscow oblast|1193|Вафли|3391397|190|13|47|25.91255319|51.04361702
1|3|Moscow oblast|1193|Вафли|3552637|300|13|45|35.76511111|46.95844444
1|3|Moscow oblast|1193|Вафли|3743049|40|5|165|9.389636364|14.64151515
1|3|Moscow oblast|1193|Вафли|3774152|39|6|142|36.34028169|39.63232394
1|3|Moscow|1011|Вафли|181770|43|6|110|36.69309091|46.79027273
1|3|Moscow|1011|Вафли|3264877|290|13|50|39.21|54.6352
1|3|Moscow|1011|Вафли|3391397|190|13|55|26.75890909|43.83272727
1|3|Moscow|1011|Вафли|3730860|300|10|64|44.393125|67.115
1|3|Moscow|1011|Вафли|3743049|40|5|178|11.05629213|16.78123596
1|3|Moscow|1011|Вафли|3774152|39|6|74|35.34945946|46.45851351
1|3|Moscow|1011|Вафли|4164637|180|2|90|26.13133333|41.93488889
1|3|Moscow|1063|Вафли мягкие|3335226|150|17|46|22.79326087|37.18782609
1|3|Moscow|1063|Вафли|125299|220|5|93|30.67591398|50.56548387
1|3|Moscow|1063|Вафли|181770|43|6|173|36.3616185|48.24705202
1|3|Moscow|1063|Вафли|3123905|150|10|73|26.89479452|36.67369863
1|3|Moscow|1063|Вафли|3264877|290|13|98|38.75112245|55.03295918
1|3|Moscow|1063|Вафли|3552637|300|13|59|32.86610169|47.81084746
1|3|Moscow|1063|Вафли|3774152|39|6|113|35.82247788|50.01168142
1|3|Moscow|1063|Вафли|4116685|43|6|80|36.19575|30.490125
1|3|Moscow|1106|Вафли мягкие|3774087|620|11|50|97.57|169.977
1|3|Moscow|1106|Вафли|124647|220|5|64|30.828125|52.0565625
1|3|Moscow|1106|Вафли|3264878|290|13|147|33.25836735|57.86727891
1|3|Moscow|1106|Вафли|3552637|300|13|109|29.72055046|46.91963303
1|3|Moscow|1106|Вафли|3552814|160|13|45|29.19666667|64
1|3|Moscow|1106|Вафли|3556408|220|5|87|34.80724138|52.48425287
1|3|Moscow|1106|Вафли|3730870|300|10|44|49.02886364|69.34772727
1|3|Moscow|1106|Вафли|3791712|400|1|60|55.18816667|74.9865
1|3|Moscow|1106|Вафли|4116685|43|6|91|35.63175824|50.44747253
1|3|Moscow|1106|Вафли|4164638|180|2|74|26.03702703|41.98756757
1|3|Moscow|1106|Вафли|4219438|160||82|33.6447561|50.91317073
1|3|Moscow|1106|Торты  вафельные|141931|270|17|49|84.64530612|139.354898
1|3|Moscow|1106|Торты  вафельные|196348|270|17|46|81.56978261|119.9863043
1|3|Moscow|1106|Торты  вафельные|198206|250|14|53|52.86|79.95981132
1|3|Moscow|1116|Вафли мягкие|3335226|150|17|204|21.56210784|40.56377451
1|3|Moscow|1116|Вафли мягкие|3335240|100|17|148|16.41574324|39.49398649
1|3|Moscow|1116|Вафли мягкие|3335242|100|17|136|15.46367647|37.63433824
1|3|Moscow|1116|Вафли мягкие|3802673|130|Q094|46|26.09934783|47.78369565
1|3|Moscow|1116|Вафли|124647|220|5|177|30.81581921|54.05011299
1|3|Moscow|1116|Вафли|125299|220|5|190|30.60873684|52.97705263
1|3|Moscow|1116|Вафли|3123905|150|10|144|27.240625|37.86645833
1|3|Moscow|1116|Вафли|3264877|290|13|253|41.62581028|59.48849802
1|3|Moscow|1116|Вафли|3391397|190|13|237|28.07312236|51.45063291
1|3|Moscow|1116|Вафли|3552637|300|13|266|36.4081203|51.04902256
1|3|Moscow|1116|Вафли|3552814|160|13|93|29.04569892|53.27946237
1|3|Moscow|1116|Вафли|3556408|220|5|149|29.9638255|53.10597315
1|3|Moscow|1116|Вафли|3592934|400|1|52|39.74942308|82.79903846
1|3|Moscow|1116|Вафли|3774152|39|6|242|36.15008264|49.98793388
1|3|Moscow|1116|Вафли|3791711|400|1|104|49.24759615|78.26288462
1|3|Moscow|1116|Вафли|3796828|150|10|86|24.19337209|39.20953488
1|3|Moscow|1116|Вафли|4026723|160|Q219|50|52.3726|68.5738
1|3|Moscow|1116|Вафли|4036821|90||63|27.93174603|50.82730159
1|3|Moscow|1116|Вафли|4164637|180|2|155|26.16974194|41.79219355
1|3|Moscow|1116|Вафли|4164638|180|2|88|25.70681818|41.59261364
1|3|Moscow|1116|Вафли|4219438|160||85|33.47282353|48.51952941
1|3|Moscow|1116|Торты  вафельные|3501910|270|17|44|82.38636364|125.6565909
1|3|Moscow|1116|Торты  вафельные|4242158|180||78|69.3375641|114.0512821
